query_raw,ref_answer
"Context: see n.c. gen. stat.  7b-201(a) (2017); see also n.c. gen. stat.  7b-1000(b) (""""in any case where the court finds the juvenile to be . . . dependent, the jurisdiction of the court to modify any order or disposition made in the case shall continue during the minority of the juvenile, until terminated by order of the court, or until the juvenile is otherwise emancipated.""""). respondent-father was and is free to file a motion in the cause to modify the conditions of his visitation with diana.
Question: Is it overruling?
Answer:",No
"Context: any language in the bleuer case in conflict with or contrary to the opinion expressed herein is withdrawn and disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: in reaching this conclusion, the court stated that it believed the sequence of events as documented in kinney's arrest report that the officer was beginning to pat down defendant when defendant dropped the backpack.
Question: Is it overruling?
Answer:",No
"Context: similarly overruled is the extension of the hopkins rule and rationale as the basis for naming the mspb respondent in appeals of its decisions dismissing for lack of jurisdiction.
Question: Is it overruling?
Answer:",Yes
"Context: two courts of appeals have concluded that an appeal should not be allowed in this situation, and to that extent, we disapprove them.
Question: Is it overruling?
Answer:",Yes
"Context: less than two years ago, this court decided webb v. sowell, 387 s.c. 328, 692 s.e.2d 543 (2010), which held that ordering a non-custodial parent to pay college expenses violates equal protection, thus overruling thirty years of precedent flowing from risinger v. risinger.
Question: Is it overruling?
Answer:",Yes
"Context: lohmeier.
Question: Is it overruling?
Answer:",No
"Context: it is hereby ordered that the motion is granted to the extent that enforcement of the order entered february 6, 2018 is stayed until july 16, 2018, or until 10 days after supreme court affixes the amount of the undertaking for an automatic stay pursuant to cplr 5519 (a) (4), whichever occurs first (see wilkinson v sukiennik,120 ad2d 989 [4th dept 1986]).
Question: Is it overruling?
Answer:",No
"Context: alvarez-machain'?, cursory analysis contains two errors that lead us to overrule it.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that the decisions in general motors corp. v. ramsey, allis-chalmers mfg. co. v. coplin, ford motor co. v. lemieux lumber co., ford motor co. v. revert, and pierce v. ford motor co. hold or imply that an automobile dealership is the agent or representative of the manufacturer if the dealership performs warranty or recall work, they are disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that they are inconsistent with the supreme court's holding, thus overruled is a line of decisions by this court which had previously upheld the validity of the cited court of appeal rule on the question, including:
Question: Is it overruling?
Answer:",Yes
"Context: insofar as they hold to the contrary, brown and ray should no longer be followed.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, the legislature has ipso facto made clear that semen, pregnancy, or disease, while perhaps related to sex, are not themselves the specific instances of sexual conduct envisioned by mcl 750.520j.
Question: Is it overruling?
Answer:",No
"Context: see montgomery v. louisiana, 577 u.s. ,   , 136 s.ct. 718, 737738, 193 l.ed.2d 599 (2016) (scalia, j., dissenting) (recounting history).
Question: Is it overruling?
Answer:",No
"Context: daugherty v. hershberger, 386 pa. 367, 126 a.2d 730 (1956), was wrongly decided and must be overruled.
Question: Is it overruling?
Answer:",Yes
"Context: for clarity, we pause to note that by overturning winter storm, we also abrogate any decision insofar as it has relied on winter storm, specifically, consub delaware llc v. schahin engenharia limitada.
Question: Is it overruling?
Answer:",Yes
"Context: now that this court is reexamining that question, i am satisfied with the conclusion that under our statutory law, the husband has no such right and that gist v. french, supra, should be disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: the admissions office also undertakes regular """"reliability analyses"""" to """"measure the frequency of readers scoring within one point of each other.""""
Question: Is it overruling?
Answer:",No
"Context: over a year later, debora filed a pro se motion for release (satisfaction) of judgment based upon a release entered into between ryan and brewer, prior to the entry of judgment against debora.
Question: Is it overruling?
Answer:",No
"Context: contrary to applicant's assertion, the legal basis for his claim existed at the time of his direct appeal and initial habeas application.
Question: Is it overruling?
Answer:",No
"Context: see also figgins v. cochrane, 403 md. 392, 409 (2008) (""""if any competent material evidence exists in support of the trial court's factual findings, those findings cannot be held to be clearly erroneous."""")
Question: Is it overruling?
Answer:",No
"Context: in re a.s., 7th dist. no. 11 je 29, 2012-ohio-5468,  10.
Question: Is it overruling?
Answer:",No
"Context: to the extent that the court of appeals held in hart v. state, 319 ga.app. 749, 738 s.e.2d 331 (2013), that a paraprofessional is a ""teacher"" for purposes of ocga  16-6-5.1
Question: Is it overruling?
Answer:",Yes
"Context: to the extent language in griffiths can be read to suggest that the charge in this case was appropriate, it is hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: as such, we find that the specific test set forth in cruz has been eliminated by section 777.201.
Question: Is it overruling?
Answer:",Yes
"Context: we reverse and remand, and in doing so, we overrule commonwealth v. constant
Question: Is it overruling?
Answer:",Yes
"Context: we believe, to the contrary, that the supreme court silently retracted the anderson dictum in ennis v. state, 95 so.2d 20 (fla. 1957), cert. den., 355 u.s. 868, 78 s.ct. 117, 2 l.ed.2d 74 (1957) and held, as did state v. yarboro, 194 n.c. 498, 140 s.e. 216 (1927) and state v. avery, 111 kan. 588, 207 p. 838 (1922) under comparable statutes, that a conviction under section 832.05 may be had absent proof of an intent to defraud.
Question: Is it overruling?
Answer:",Yes
"Context: we overrule this holding based upon our conclusion that review by the court of appeals under section 22-63-117(11) is predicated upon a final order of the school board resulting from proceedings conducted under section 22-63-117.
Question: Is it overruling?
Answer:",Yes
"Context: on rehearing the majority reasserts its position that johnston v. nanney is controlling and quotes from pellegrini v. mccarthy for the purpose of showing mccarthy v. gonnet has been impliedly overruled, thus apparently suggesting pellegrini as an added reason why johnston is controlling here.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that these decisions are inconsistent with the views hereinafter expressed, they are disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: the intention of the parties or their own beliefs as to what state is the child's home state are irrelevant.
Question: Is it overruling?
Answer:",No
